,intitule,description,salaire,libelle,latitude,longitude,codePostal,commune
26,Technicien / Technicienne informatique (H/F),"Société d'informatique basée à Cognac, avec plus de 30 ans d'expérience, recherche son / sa Technicien / Technicienne informatique. Vous rejoindrez une équipe dynamique et spécialisée dans l'informatique au service des entreprises !

En plus de vos compétences techniques, vous êtes en capacité de vous intégrer dans une équipe de 10 personnes et d'assurer la qualité de service ainsi que la satisfaction de nos clients.

Rattaché(e) au responsable du service infrastructure, vous êtes en charge de répondre aux différents besoin de la société :

-	Préparer le matériel en atelier (postes, serveurs,...)
-	Assurer l'assistance des services informatiques clients sur les postes de travail, imprimantes et serveurs (hot line et sur site)
-	Assurer les déploiements des postes de travail, imprimantes, systèmes de sécurisation (pare-feu)
-	Assurer les déploiements des systèmes d'exploitation, des logiciels antiviraux, des logiciels Microsoft Office
-	Réaliser le suivi des interventions et des déploiements qui lui sont confiés
-       Suivre et contrôler la performance du support technique (prise en charge des incidents, remontée des tickets, support)
-       Réaliser les missions d'infogérance chez nos clients.
-       Assurer le relai entre le service commercial et le service technique (préconisations techniques, appui en avant vente,...)
-       Exercer une veille sur les évolutions technologiques et être force de proposition.
-       Administrer et maintenir le parc informatique de l'entreprise (achat de matériel et de licence).
-       Suivre et monitorer quotidiennement les systèmes et réseaux.
-       Gérer la documentation du système d'information et la mise à jour des procédures afférentes.
-       Réaliser la saisie des données et activités dans notre CRM.

De formation supérieure en informatique, vous avez une expérience d'au moins 2 années sur des postes liés à l'informatique. 
Autonome, vous prenez des initiatives et êtes force de proposition.

Nous cherchons une profil à l'aise avec les clients et capable de s'intégrer dans un collectif.",24000,16 - COGNAC,45.696416,-0.335869,16100,16102
27,Technicien / Technicienne informatique,"Dans le cadre de la croissance de notre activité nous recherchons un technicien informatique qui aime découvrir de nouvelles technique.

Vous avez un savoir faire en informatique et vous aimez les environnements qui touchent à la 3D.
Dans notre équipe vous utiliserez des imprimantes 3D Laser, des fraiseuses 5 axes, des scanners 3D et les logiciels de fabrication 3D

Il n'y a pas de prérequis sur nos machines. vous serrez formé en interne.

En tant que technicien, vous participerez au support technique et au SAV.
Les déplacements sont à prévoir au départ de Vierzon avec un véhicule de l'entreprise, le permis B est donc exigé. 

Yena vous propose un CDI pour un poste de technicien fab 3D

Vous trouverez dessous nos sites internet pour nous découvrir :  
https://www.facebook.com/yenaeurope.18100/
https://www.maykadental.com/fr/
https://www.youtube.com/playlist?list=PLKpRophf0KFN13QeDmz1djBmSZNPkJnzE
http://yena-europe.com/online-shop/
http://www.yenadent-europe.com/fr/galeries/machines-images",1900,18 - VIERZON,47.224287,2.07905,18100,18279
28,Commercial/e Infra et maintenance informatique (H/F),"Afin de compléter notre équipe de Bruay La Buissière, AdN Conseils recherche un/e commercial/e infra et maintenance informatique. 
Vous serez en charge de consolider et d'agrandir le parc de clients actuels.

Votre rôle :
-	Prospecter, développer et fidéliser une clientèle professionnelle. 
-	Principal acteur de votre négociation avec vos interlocuteurs, vous devez identifier leurs besoins, construire une proposition adaptée et argumenter votre solution auprès de vos prospects et clients.
-	Suivi et fidélisation de votre portefeuille clients.

Votre profil :
Issu d'une formation commerciale, vous connaissez la commercialisation de matériels informatiques, des logiciels et des systèmes d'exploitation.
Vous maitrisez l'environnement informatiques et avez des connaissances dans ce domaine.
Vous avez le sens de l'écoute et le goût de convaincre.
Vous êtes une personne de challenge vous aimez atteindre vos objectifs

Rattaché au responsable du service commercial, le poste est basé à Bruay La Buissière.",19600,62 - BRUAY LA BUISSIERE,50.485006,2.555078,62700,62178
29,Technicien Validation Informatique (H/F),"Vous intégrerez le département R&D et Validation dont la principale mission est de vérifier la qualité et la conformité des produits et solutions livrés à nos clients. Directement rattaché au Responsable Validation, vous serez notamment en charge de : 

-	Assurer la conformité entre le développement réalisé et les spécifications fonctionnelles des produits informatiques livrés (nouveaux produits, évolutions, correction d'incidents).
-	Concevoir des cas de tests à partir des spécifications fonctionnelles. 
-	Exécuter manuellement ou automatiquement les tests. 
-	Analyser les écarts entre les résultats attendus et obtenus. 
-	Rédiger les fiches d'anomalie résultant des tests effectués et les transmettre aux équipes en charge des corrections. 
-	Suivre les anomalies remontées aux équipes de Développement. 
-	Participer à la définition des besoins pour les environnements de test. 
-	Participer à l'amélioration des méthodologies et des outils utilisés en équipe de test.
-	Participer à la rédaction de documents

Vous serez amenés à travailler sur de multiples projets : logiciel, web, technologies WiFi et Lora, objets connectés.

Vous travaillerez sous les environnements Linux et Windows.


Aptitudes professionnelles :
Rigoureux, curieux et patient, vous aimez procéder avec méthode et organisation. Vous êtes diplomate et possédez un bon relationnel qui vous permet de travailler en équipe. Vous avez également une bonne capacité d'adaptation.
Vous avez déjà travaillé avec les outils comme Redmine, GitLab, Squash  
Vous êtes à l'aise avec les nouvelles technologies.
De notions de programmation et la connaissance d'outils de scripting de test seraient un plus.",25000,34 - CLAPIERS,43.657118,3.887403,34830,34077
30,Support aux utilisateurs en informatique,"La DIVISION IT de PROMAN EXPERTISE cherche pour l'un de ses clients, grand compte, un.e TECHNICIEN SUPPORT N2 H/F pour un poste à pourvoir rapidement.                        

Au sein de la DSI de notre client et directement rattaché au RSI de l'entreprise finale, vous intégrez une équipe dédiée au support informatique et bureautique à distance.
Rattaché au service support, votre rôle consiste à :

- Le support informatique de N1/2 à distance ou en proximité
- Prise en charge et résolutions de demandes de services ou d'incidents via la base de connaissance
- Installation, déménagement, ajout, changement poste de travail
- Dans la phase de montée en charge le support pourra être élargi avec le support de certaines applications métiers
 
Vous intervenez dans l'environnement technique poste de travail suivant : Windows, ticketing : Gitblit, PMAD : TeamViewer

Vous avez une formation initiale en informatique ? Vous justifiez d'une expérience confirmée de 2 ans minimum en informatique (support, maintenance, hotline) et vous avez des connaissances sur Windows 7 et 10, Office 365, Exchange et Active Directory.

En contact direct avec les utilisateurs, vous devez aussi avoir un bon relationnel et être à l'écoute des utilisateurs. Autonome et dynamique, vous devez être réactif, avoir de bonnes capacités d'analyse et de diagnostic. Vous êtes reconnu(e)s pour votre esprit d'équipe et votre sens du service.

Ce poste est à pourvoir rapidement, envoyez-nous vite votre CV ! Nous vous recontacterons pour un entretien et vous présenter notre client.",24000,06 - CANNES,43.555468,7.004585,06400,06029
31,Technicien / Technicienne support de proximité en informatique,"La DIVISION IT de PROMAN EXPERTISE cherche à recruter pour l'un de ses clients, grand compte, un TECHNICIEN SUPPORT DE PROXIMITE H/F pour un poste à pourvoir rapidement. 
                                 
Après un temps d'intégration et de formation au sein de l'équipe technique, vous intervenez en autonomie auprès du client dont vous êtes responsable.
Votre rôle ?

- Réaliser le déploiement, la masterisation, la configuration et la maintenance (à distance ou sur site) des équipements informatiques
- Assurer le maintien en conditions opérationnelles des postes ainsi que la mise à jour des postes et logiciels 
- Intervenir sur les incidents de niveau 2 à 3 sur les postes de travail
- Suivre le traitement de l'incident de bout en bout et escalader au niveau supérieur si nécessaire
- Assister dans la gestion des parcs informatiques
- Assurer le support sur les problématiques informatiques, de téléphonie et de multimédia
- Garantir la meilleure qualité de service des prestations (IMAC, MCO) et la meilleure expérience utilisateurs
- Alimenter la base de connaissances techniques

Vous évoluez sur l'environnement technique suivant : Windows 7 et 10, SCCM, SerivceNow, Suite Microsoft Office 2003 à 2010.

Vous avez une formation initiale en informatique ? Vous justifiez d'une première expérience réussie en informatique (support, maintenance, hotline) et vous avez des connaissances sur Windows 7 et 10, Office 365, Exchange et Active Directory.

En contact direct avec les utilisateurs, vous devez aussi avoir un bon relationnel et être à l'écoute des utilisateurs. 
Autonome et dynamique, vous devez être réactif, avoir de bonnes capacités d'analyse et de diagnostic.
Vous êtes reconnu pour votre esprit d'équipe et votre sens du service.

Ce poste est à pourvoir rapidement, envoyez-nous vite votre CV ! Nous vous recontacterons pour un entretien et vous présenter notre client.",24000,13 - ST PAUL LES DURANCE,43.691553,5.724929,13115,13099
32,Technicien / Technicienne de help desk en informatique,"La DIVISION IT de PROMAN EXPERTISE cherche à recruter un TECHNICIEN HELPDESK H/F  pour l'un de ses clients, leader Européen indépendant des services multi techniques dans les domaines de l'énergie et des communications. 

Vous serez rattaché à une équipe dédiée au support informatique et bureautique à distance.
Votre mission ? Résoudre les problématiques informatiques, bureautiques et logicielles des utilisateurs en répondant à leurs demandes et en faisant monter leurs sollicitations.

Votre quotidien ?

- gérer les appels et les traitement des tickets d'incidents remontés par les utilisateurs
- résolution des incidents ou problèmes avec prise en main à distance dans les meilleurs délais
- Rédaction de compte rendu d'incidents, auprès de sa hiérarchie jusqu'à sa résolution
- Mettre en place des procédures pour améliorer l'exploitation des solutions installés
- Informer le client selon les processus et contrats définis
- Faire passer une bonne image de l'entreprise

Vous travaillez sous l'environnement technique suivant : Windows 7 et 10, Office 365, Exchange.

Vous souhaitez en savoir plus sur cette belle opportunité ? Lisez la suite !

Vous êtes diplômé d'un bac +2 en informatique ? Vous justifiez d'une première expérience réussie en informatique (support, maintenance, hotline) et vous avez des connaissances sur Windows 7 et 10, Office 365, Exchange et Active Directory.

En contact direct avec les utilisateurs, vous devez aussi avoir un bon relationnel et être à l'écoute des utilisateurs. 
Autonome et dynamique, vous devez être réactif, avoir de bonnes capacités d'analyse et de diagnostic. Vous êtes reconnu(e)s pour votre esprit d'équipe et votre sens du service.

Vous souhaitez évoluer dans un milieu multi techniques avec taches et des missions diversifiées. Alors ce poste est pour vous, envoyez-nous vite votre CV ! Nous vous recontacterons pour un entretien et vous présenter notre client plus en détails.",24000,30 - BAGNOLS SUR CEZE,44.158589,4.624846,30200,30028
33,Technicien / Technicienne d'exploitation informatique (H/F),"La division IT de PROMAN EXPERTISE recrute pour l'un de ses clients, un(e) ANALYSTE D'EXPLOITATION INFORMATIQUE H/F afin d'apporter votre expertise sur Windows et Linux pour assurer la supervision des équipements.

Dans un environnement de hautes technologies au sein d'une entreprise d'expertise en ingénierie, votre rôle consiste à superviser (en collaboration avec une équipe de techniciens et administrateur) les infrastructures de type serveurs Windows/Linux, stockage, sauvegarde, virtualisation.

Vos activités au quotidien ?

- Analyse et traitement des problèmes/incidents sur votre périmètre
- Mise en œuvre des actions correctrices nécessaires
- Traitement des demandes de productions en fonction des procédures
- Résolution des incidents relatifs aux traitements ordonnancés
- Réalisation des contrôles manuels
- Communication à destination du support ou des utilisateurs
- Maintenance et évolution du référentiel de procédures
 
Par ailleurs, vous êtes force de proposition pour faire évoluer le parc et le service.

De formation Bac+2 en Informatique (ou équivalent), vous justifiez d'une première expérience significative sur un poste similaire.
Vous avez de bonnes connaissances des environnements Windows et/ou Linux. Un niveau correct en anglais (oral et écrit)  est également nécessaire pour communiquer sur le site.

Le sens du service ainsi que des compétences méthodologiques et des bonnes pratiques de la production seront nécessaires pour mener à bien vos missions.
Par ailleurs, ce poste requiert, après une phase de montée en compétences, de savoir travailler en autonomie avec beaucoup de rigueur et de professionnalisme afin de gérer efficacement des situations parfois critiques.

Vous recherchez un poste dans un environnement technique très riche, innovant et des méthodes de travail de qualité, envoyez-nous vite votre candidature ! Nous vous recontacterons rapidement pour vous présenter le poste et notre client en détails.",24000,13 - ISTRES,43.532355,4.957523,13800,13047
34,Technicien / Technicienne d'exploitation informatique,"La division IT de PROMAN EXPERTISE recrute pour l'un de ses clients, un(e) ANALYSTE D'EXPLOITATION INFORMATIQUE H/F afin d'apporter votre expertise sur Windows et Linux pour assurer la supervision des équipements.

Dans un environnement de hautes technologies au sein d'une entreprise d'expertise en ingénierie, votre rôle consiste à superviser (en collaboration avec une équipe de techniciens et administrateur) les infrastructures de type serveurs Windows/Linux, stockage, sauvegarde, virtualisation.

Vos activités au quotidien ?

- Analyse et traitement des problèmes/incidents sur votre périmètre
- Mise en œuvre des actions correctrices nécessaires
- Traitement des demandes de productions en fonction des procédures
- Résolution des incidents relatifs aux traitements ordonnancés
- Réalisation des contrôles manuels
- Communication à destination du support ou des utilisateurs
- Maintenance et évolution du référentiel de procédures
 
Par ailleurs, vous êtes force de proposition pour faire évoluer le parc et le service.

De formation Bac+2 en Informatique (ou équivalent), vous justifiez d'une première expérience significative sur un poste similaire.
Vous avez de bonnes connaissances des environnements Windows et/ou Linux. Un niveau correct en anglais (oral et écrit)  est également nécessaire pour communiquer sur le site.

Le sens du service ainsi que des compétences méthodologiques et des bonnes pratiques de la production seront nécessaires pour mener à bien vos missions.
Par ailleurs, ce poste requiert, après une phase de montée en compétences, de savoir travailler en autonomie avec beaucoup de rigueur et de professionnalisme afin de gérer efficacement des situations parfois critiques.

Vous recherchez un poste dans un environnement technique très riche, innovant et des méthodes de travail de qualité, envoyez-nous vite votre candidature ! Nous vous recontacterons rapidement pour vous présenter le poste et notre client en détails.",24000,83 - HYERES,43.116731,6.20255,83400,83069
35,TECHNICIEN/TECHNICIENNE INFORMATIQUE ITINERANT            (H/F),"La DIVISION IT de PROMAN EXPERTISE recherche pour l'un de ses clients, un TECHNICIEN INFORMATIQUE ITINERANT H/F sur Toulon.

En tant que technicien support et maintenance informatique, vos missions sont les suivantes :
-	Installation et maintenance des équipements informatiques et bureautiques
-	Installation/Dépannage d'applications
-	Sécurisation des PC
-	Brassage réseaux
-	Mise à jour du parc, du stock
-	Inventaire du matériel et récolte d'informations
-	Mise à jour manuelles des PC hors réseaux
-	Aider à la prise en mains des équipements et logiciels installés
-	Traiter les incidents sur site ou à distance

Vous maitrisez les OS : Windows 7 et 10, Active Directory, les protocoles réseaux.

Vous avez une formation initiale en informatique ? Vous justifiez d'une première expérience réussie en maintenance ou en assistance informatique.

Vous êtes amené(e) à faire des déplacements fréquents sur la région (pris en charge par l'entreprise).
 Port de charge de plus de 5 kg.

En contact direct avec les clients, vous devez aussi avoir un bon relationnel et être à l'écoute des utilisateurs. Autonome et force de proposition, votre poste requiert de trouver des solutions en cas de dysfonctionnement et de veiller à ce que tous les équipements soient fonctionnels après vos interventions.

Vous êtes débutant.e et vous recherchez une expérience professionnelle enrichissante ?
Ce poste est à pourvoir rapidement, envoyez-nous vite votre CV ! Nous vous recontacterons rapidement pour un entretien.",24000,83 - TOULON,43.136385,5.933457,83000,83137
36,Architecte systèmes et réseaux informatiques (F/H),"Rattaché(e) au pôle architecture SI au sein de la DSI du groupe, vous aurez pour mission d'analyser l'ensemble des projets et d'accompagner les différents acteurs en tant que référent technique. Vous rédigerez les documents d'architecture et validerez les demandes de changements. Vous serez le prescripteur des exigences de sécurité.

A ce titre, vos missions principales sont les suivantes :
- Définition de l'architecture en fonction des besoins et des contraintes techniques
- Animation de réunion technique avec les différents intervenants des projets
- Rédaction de documentations techniques
- Conception de schémas d'architecture
- Maintient à jour de la cartographie applicative
- Rédaction d'analyses de risques
- Accompagnement technique
- Sensibilisation aux bonnes pratiques de sécurité
- Qualification et validation des demandes de changements

Environnement technique : Linux, Windows, VMWare, Fortinet, Office365, Citrix, PKI, Kubernetes, SCCM, Centreon, Drupal",45000,49 - ANGERS,47.466735,-0.56191,49000,49007
37,TECHNICIEN/TECHNICIENNE INFORMATIQUE ITINERANT              (H/F),"La DIVISION IT de PROMAN EXPERTISE recherche pour l'un de ses clients, un TECHNICIEN INFORMATIQUE ITINERANT H/F sur le secteur de Marseille.

En tant que technicien support et maintenance informatique, vos missions sont les suivantes :
-	Installation et maintenance des équipements informatiques et bureautiques
-	Installation/Dépannage d'applications
-	Sécurisation des PC
-	Brassage réseaux
-	Mise à jour du parc, du stock
-	Inventaire du matériel et récolte d'informations
-	Mise à jour manuelles des PC hors réseaux
-	Aider à la prise en mains des équipements et logiciels installés
-	Traiter les incidents sur site ou à distance

Vous maitrisez les OS : Windows 7 et 10, Active Directory, les protocoles réseaux.

Vous avez une formation initiale en informatique ? Vous justifiez d'une première expérience réussie en maintenance ou en assistance informatique.

Vous êtes amené(e) à faire des déplacements fréquents sur la région (pris en charge par l'entreprise).
Port de charge de plus de 5 kg.

En contact direct avec les clients, vous devez aussi avoir un bon relationnel et être à l'écoute des utilisateurs. Autonome et force de proposition, votre poste requiert de trouver des solutions en cas de dysfonctionnement et de veiller à ce que tous les équipements soient fonctionnels après vos interventions.

Vous êtes débutant.e et vous recherchez une expérience professionnelle enrichissante ?
Ce poste est à pourvoir rapidement, envoyez-nous vite votre CV ! Nous vous recontacterons rapidement pour un entretien.",23000,13 - MARSEILLE 02,43.315273,5.367338,13002,13202
38,TECHNICIEN/TECHNICIENNE INFORMATIQUE ITINERANT              (H/F),"La DIVISION IT de PROMAN EXPERTISE recherche pour l'un de ses clients, un TECHNICIEN INFORMATIQUE ITINERANT H/F sur le secteur d'Aix en Provence / Manosque.

En tant que technicien support et maintenance informatique, vos missions sont les suivantes :
-	Installation et maintenance des équipements informatiques et bureautiques
-	Installation/Dépannage d'applications
-	Sécurisation des PC
-	Brassage réseaux
-	Mise à jour du parc, du stock
-	Inventaire du matériel et récolte d'informations
-	Mise à jour manuelles des PC hors réseaux
-	Aider à la prise en mains des équipements et logiciels installés
-	Traiter les incidents sur site ou à distance

Vous maitrisez les OS : Windows 7 et 10, Active Directory, les protocoles réseaux.

Vous avez une formation initiale en informatique ? Vous justifiez d'une première expérience réussie en maintenance ou en assistance informatique.

Vous êtes amené(e) à faire des déplacements fréquents sur la région (pris en charge par l'entreprise).
Port de charge de plus de 5 kg.

En contact direct avec les clients, vous devez aussi avoir un bon relationnel et être à l'écoute des utilisateurs. Autonome et force de proposition, votre poste requiert de trouver des solutions en cas de dysfonctionnement et de veiller à ce que tous les équipements soient fonctionnels après vos interventions.

Vous êtes débutant.e et vous recherchez une expérience professionnelle enrichissante ?
Ce poste est à pourvoir rapidement, envoyez-nous vite votre CV ! Nous vous recontacterons rapidement pour un entretien.",23000,13 - MARSEILLE 16,43.365355,5.321885,13016,13216
39,technicien informatique de proximité H/F,"Le tribunal de Mâcon recherche un technicien informatique de proximité en contrat contractuel de catégorie B.
Description du poste:
Affecté au sein du service administratif régional, placé sous l'autorité hiérarchique des chefs de cour et sous l'autorité fonctionnelle des chefs de juridiction et agissant sous l'autorité technique du DIT, le/la technicien(ne) de proximité est un(e) référent(e) en matière informatique et plus globalement pour toutes les technologies de l'information et de la communication. Il/elle assure un accompagnement de proximité des utilisateurs, la maintenance de premier niveau, le suivi du parc informatique (postes fixes, portables, tablettes et périphériques) ainsi que du parc des équipements de visioconférences, d'impression et de numérisation connectés au réseau informatique. En outre il/elle assure le suivi de tous les équipements de téléphonie, de transmission de voix et/ou de données. Il/elle peut être amené(e) à réaliser des interventions techniques de second niveau sous la supervision ou l'autorisation du DIT et est en charge de la mise en œuvre de la sécurité informatique.

Profil recherché:
Poste de travail (W10)	Maîtrise	
Dépannage niveau 1, diagnostic	Maîtrise
Bureautique (Microsoft Office LibreOffice)	Maîtrise
Paramétrage impression (Konica, Epson, etc.)	Maitrise
Messagerie (Outlook)	Maîtrise	Connexion à distance (VPN)	Maitrise
Applicatifs métiers et environnement institutionnel	Application 	
Administration Active Directory	Application 
Téléphonie mobile sécurisée (Xpéria, Samsung)	Application 	
Télé-déploiement (MECM)	Application 
Outils (GLPI, Easy Vista, OCS)	Application		
Savoir-être			
Relationnel, sens de la pédagogie	Expertise		
Adaptabilité, travail en équipe	Maîtrise		
Rigueur, autonomie, réactivité	Maîtrise		
Capacités rédactionnelles	Application 		

Des formations techniques, généralistes et fonctionnelles seront proposées suivant votre profil.

Pour postuler envoyer uniquement votre candidature à l'adresse suivante: marc.bigarnet@pole-emploi.fr

Fiche de poste à disposition à la demande à l'adresse mail cité ci-dessus",19600,71 - MACON,46.323354,4.810857,71000,71270
40,Technicien / Technicienne de help desk en informatique,"La division IT de PROMAN EXPERTISE, recherche pour son client, un(e) TECHNICIEN SUPPORT LOGICIEL H/F.
Poste à pourvoir en CDI à Nîmes (télétravail possible).
 
Notre client, ESN présente au niveau national, propose des solutions d'infogérance et d'intégration auprès de clients grands comptes que ce soit dans les secteurs industriels, de la santé, de la finance mais également pour le secteur public.

Intégré(e) à l'équipe support, vous avez pour objectif d'assister les utilisateurs sur le logiciel SAGE.
Vos missions :
 Réception des demandes d'interventions (téléphone, mail)
-	Diagnostic et résolution d'incidents, transférer au niveau supérieur si besoin
-	Faire remonter les demandes ou anomalies récurrentes
-	Mise à jour de la base de données.

De formation Bac + 2, vous recherchez une première expérience pour forger vos compétences ou vous justifiez d'une expérience similaire réussie. 

Pour mener à bien vos missions, vous devrez faire preuve d'esprit de synthèse, de capacité à gérer les priorités, d'esprit d'équipe et d'un sens aigu du service client. Vous adoptez une démarche organisée et vous êtes appliqué dans vos tâches. 

Vous recherchez une expérience enrichissante, dans un environnement technique et humain motivant ? Contactez-nous rapidement nous en discuterons ensemble !",1900,13 - MARSEILLE 16,43.365355,5.321885,13016,13216
41,Technicien / Technicienne de maintenance de systèmes informatiques,"Nous recherchons un(e) technicien(ne) qui viendra renforcer l'équipe de 25 techniciens itinérants.

Vous travaillerez :

- Dans la pose d'écrans au mur ou suspendus

- Dans l'installation et/ou la maintenance de TPE (appareil CB)

- dans l'installation de PC bureautique

- La migration informatique (montée de version)

- Des déplacements régionaux sont à prévoir

Si vous avez de solides compétences en bricolage nous sommes preneur nous vous formerons à nos métiers.",1800,40 - MONT DE MARSAN,43.891274,-0.50031,40000,40192
42,Administrateur / Administratrice réseau informatique,"METALINE ESN spécialisée dans le recrutement de techniciens à haute valeur ajoutée, débutants ou confirmés sur des métiers de l'Ingénierie, du conseil en Technologies et des Systèmes d'information et Réseaux, recherche un Administrateur réseau (H/F) à dans le cadre de l'accroissement de ses activités.

Missions :

-	Assurer les moyens de production, de gestion et de diffusion informatique à travers le maintien en condition opérationnelle de chaînes de traitement automatisées
-	Etre responsable d'opérations complexes d'automatisation de la production, avec maîtrise et optimisation des logiciels spécifiques
-	Maintenir et développer des scripts shells (Linux ou Windows)
-	Intervenir immédiatement, en cas d'incident et rechercher le délai le plus bref pour la remise en fonction du service.
-	Traiter les demandes de mises en services de traitements batch
-	Traiter les demandes de support sur les chaînes de traitement (modification, relance, reprises)

Profil:

-	Autonome et rigoureuse dans son travail
-	Dispose d'un très bon relationnel et d'une bonne communication 
-	Maitrise l'anglais lu et écrit
-	Connaît plus particulièrement les environnements Linux et MS Windows (PowerShell), et les scripts shells associés
-	A déjà eu une expérience significative dans la production ou la pré-production informatique
-	Maîtrise un ordonnanceur du marché (Control M, $Universe, Tivoli, Axway Automator,  )
-	Maîtrise les technologies d'échanges de fichiers (AXWAY Gateway et/ou Secure Transport)


Informations complémentaires :

Démarrage : ASAP

Salaire : Selon profils

Type de contrat : CDI


Pourquoi nous rejoindre ?

Vous êtes dynamique, autonome, soucieux(se) de la qualité de service et vous aimez travailler en équipe ?

Chez METALINE, notre mission sera de vous accompagner et vous faire monter en compétences afin de vous rendre opérationnel et autonome à l'issue de cette expérience.

Vous bénéficierez d'un suivi de mission et de carrière dédié par un membre de l'équipe des ressources humaines.

A la fin de votre mission ou chantier, nous travaillerons ensemble à vous repositionner sur un nouveau poste.",27000,92 - BOIS COLOMBES,48.915331,2.268824,92270,92009
43,Administrateur / Administratrice réseau informatique,"METALINE ESN spécialisée dans le recrutement de techniciens à haute valeur ajoutée, débutants ou confirmés sur des métiers de l'Ingénierie, du conseil en Technologies et des Systèmes d'information et Réseaux, recherche un Administrateur réseau (H/F) à dans le cadre de l'accroissement de ses activités.

Missions :

-	Assurer les moyens de production, de gestion et de diffusion informatique à travers le maintien en condition opérationnelle de chaînes de traitement automatisées
-	Etre responsable d'opérations complexes d'automatisation de la production, avec maîtrise et optimisation des logiciels spécifiques
-	Maintenir et développer des scripts shells (Linux ou Windows)
-	Intervenir immédiatement, en cas d'incident et rechercher le délai le plus bref pour la remise en fonction du service.
-	Traiter les demandes de mises en services de traitements batch
-	Traiter les demandes de support sur les chaînes de traitement (modification, relance, reprises)

Profil:

-	Autonome et rigoureuse dans son travail
-	Dispose d'un très bon relationnel et d'une bonne communication 
-	Maitrise l'anglais lu et écrit
-	Connaît plus particulièrement les environnements Linux et MS Windows (PowerShell), et les scripts shells associés
-	A déjà eu une expérience significative dans la production ou la pré-production informatique
-	Maîtrise un ordonnanceur du marché (Control M, $Universe, Tivoli, Axway Automator,  )
-	Maîtrise les technologies d'échanges de fichiers (AXWAY Gateway et/ou Secure Transport)


Informations complémentaires :

Démarrage : ASAP

Salaire : Selon profils

Type de contrat : CDI


Pourquoi nous rejoindre ?

Vous êtes dynamique, autonome, soucieux(se) de la qualité de service et vous aimez travailler en équipe ?

Chez METALINE, notre mission sera de vous accompagner et vous faire monter en compétences afin de vous rendre opérationnel et autonome à l'issue de cette expérience.

Vous bénéficierez d'un suivi de mission et de carrière dédié par un membre de l'équipe des ressources humaines.

A la fin de votre mission ou chantier, nous travaillerons ensemble à vous repositionner sur un nouveau poste.",19600,92 - BOIS COLOMBES,48.915331,2.268824,92270,92009
44,Technicien support informatique (H/F),"Date de démarrage : Immédiate (bien-entendu, on vous attend si vous avez un préavis)

L'IT chez ARTEMYS NORMANDIE combine la technologie et l'humain ! Nous sommes convaincus que les compétences, le savoir-être et l'épanouissement de nos Talents sont les clés de notre réussite.

Alors, vous nous rejoignez ?!
De belles missions vous attendent chez nos clients Grands Comptes sur des environnements riches et challengeants : 
(Les grandes lignes de la mission) | 

-	Gérer la prise des appels téléphoniques 
-	Réaliser la prise en charge et la résolution des tickets 
-	Gérer les interventions de prise en main à distance auprès des utilisateurs 
-	Assurer le support bureautique et applicatifs métiers 
-	Intervenir sur les imprimantes multifonctions 
-	Escalader aux fournisseurs 
-	Prendre en charge et traiter les mails 
-	Participer à la gestion du parc des matériels, logiciels informatiques et aux évolutions 
-	Collaborer à la formation permanente de l'équipe (partage de connaissance, aide à l'intégration de nouveaux arrivants) 
-	Participer à l'optimisation du service (force de proposition sur l'organisation, les process ) 
-	Mettre à jour et réaliser la documentation 
-	Escalader au second niveau si besoin

Vous avez une expérience en tant que Technicien support informatique
Vous avez des connaissances dans le domaine de l'infrastructure et bureautique. 
Vous avez un super état d'esprit et êtes ultra motivé.e  

Vous vous reconnaissez ? Alors, vous êtes fait.e pour nous rejoindre !

Que vous soyez diplômé.e ou autodidacte, chez ARTEMYS, nous recherchons avant tout des personnalITés passionnées 

Vous êtes toujours là ? Top ! Voici ce qui vous attend :
-	Un premier échange pour faire connaissance 
-	Un entretien RH avec Eléonore ou Maeva 
-	Un entretien technique avec votre futur manager
-	Une proposition salariale 


Sans oublier les petits plus 
-	Carte SWILE (Tickets Restaurant et CE).
-	Télétravail, Mutuelle Groupe.
-	Prime vacances, Participation Groupe et Épargne Salariale.
-	Primes de cooptation et de certification.
-	Accompagnement RH, suivi managérial de proximité et suivi technique.
-	Possibilités d'évolution.
-	Événements entreprise : Afterworks, Tech Meetups, soirées d'intégration, events sportifs, soirées gaming, places offertes aux matchs de Rugby et Handball...


Alors, ça vous tente ?
C'est parti ! Bienvenue dans l'aventure ARTEMYS NORMANDIE",21000,76 - ISNEAUVILLE,49.502035,1.148392,76230,76377
