,intitule,description,salaire,libelle,latitude,longitude,codePostal,commune
42,Technicien / Technicienne de hot line en informatique,"Nous recherchons pour notre cellule solutions digitales, un(e)Technicien(ne) de Hotline Informatique pour intervenir auprès de notre clientèle professionnelle en télémaintenance, avec pour missions principales : 
- Support niveau 2 (appels sortants) 
- Assistance / Maintenance matériel et logiciel 
- Diagnostique / Tests /Dépannage / Suivi clientèle 
- Écriture de documentation

Profil recherché :
Débutant(e) ou expérimentée, vos connaissances informatiques et réseaux sont indispensables, iOs et Android. Vous avez un véritable intérêt pour le service client, le travail en équipe et disposez d'une aisance d'élocution au téléphone. Connaissance en PMS (Lgiciel Hôtelier) appréciée. Idéalement, vous êtes titulaire d'un diplôme orienté informatique, BAC PRO SN, SEN, BTS IRIS, GE2I. 
Poste sédentaire.

Dans le cadre de notre politique handicap toutes les candidatures sont les bienvenues.","'libelle': 'Mensuel de 1735,00 Euros à 1740,00 Euros sur 12 mois', 'complement1': 'Chèque repas', 'complement2': 'CE'",33 - BRUGES,44.882495,-0.603486,33520,33075
43,Technicien / Technicienne support de proximité en informatique,"METALINE ESN spécialisée dans le recrutement de techniciens à haute valeur ajoutée, débutants ou confirmés sur des métiers de l'Ingénierie, du conseil en Technologies et des Systèmes d'information et Réseaux, recherche 4Techniciens proximité (H/F) à Val de Fontenay dans le cadre de l'accroissement de ses activités.

Missions :

Support utilisateurs.
Support proximité N2

Profil:

6 mois d'expérience minimum sur un poste similaire
Expérience AZUR téléphonie ANDROID IOS requise 

Informations complémentaires :

Démarrage : mois de mai

Salaire : Selon profils

Type de contrat : CDD

Pourquoi nous rejoindre ?

Vous êtes dynamique, autonome, soucieux(se) de la qualité de service et vous aimez travailler en équipe ?

Chez METALINE, notre mission sera de vous accompagner et vous faire monter en compétences afin de vous rendre opérationnel et autonome à l'issue de cette expérience.

Vous bénéficierez d'un suivi de mission et de carrière dédié par un membre de l'équipe des ressources humaines.

A la fin de votre mission ou chantier, nous travaillerons ensemble à vous repositionner sur un nouveau poste.","'libelle': 'Annuel de 22000,00 Euros à 24000,00 Euros sur 12 mois'",94 - Val de Marne,,,,
44,Chef de projet informatique,"Sous la responsabilité d'un directeur de projet, le Chef de projet conçoit, prépare et suit la réalisation de tout ou partie des projets dont il a la charge.

Missions principales :
- Prendre en charge le projet de l'expression de besoins à la validation finale
- Suivre la conception du projet (besoin client, spécification fonctionnelle, lotissements, livrables, critères de réception )
- Piloter le projet en constituant, organisant, coordonnant et animant l'équipe projet selon le cahier des charges (demande du client, budget, délais )
- Livrer le projet au niveau de qualité attendu par le client
- Gérer et anticiper les risques et les aléas sur le projet

Missions secondaires :
- Négocier des prestations avec des fournisseurs
- Participer à l'élaboration des réponses aux appels d'offres
- Evaluer et faire progresser les professionnels travaillant sur son projet
- Relire et assimiler les niveaux d'engagements traduits par le contrat

Compétences techniques :
- Gouvernance SI
- Architecture fonctionnelle SI
- Intégration
- Assistance à Maîtrise d'Ouvrage en cadrage projet
- Développement d'ouvrages, produits ou événements
- Gestion des risques
- Résolution de problèmes complexes

Compétences comportementales :
- Analyse et Synthèse
- Rigueur et Organisation
- Adaptabilité et Flexibilité
- Communication orale et écrite
- Créativité, sens de l'innovation

Compétences en langues :

- Anglais","'commentaire': 'salaire selon profil', 'complement1': 'Autre'",13 - MARIGNANE,43.415837,5.220936,13700,13054
45,Assistant / Assistante chef de projet informatique,"L'assistant chef de projet ou PMO réalise des missions de structuration et d'assistance au pilotage de projets. Il intervient soit directement dans un projet auprès du chef de projet, soit pour le compte d'une direction pour un suivi transversal du portefeuille de projets.

Missions principales :

- Créer des reporting et des états d'avancement sur le ou les projets suivis
- Suivre et vérifier l'avancement du projet (qualité / cout / délai) et le respect du cahier des charges
- Communiquer sur l'avancée du projet
- Assurer le suivi budgétaire du Projet
- Suivre les risques du projet
- Assurer la qualité du projet

Missions secondaires :

- Accompagner la conduite du changement
- Définir des actions de formation utilisateur

Compétences techniques :

- Gestion de projet
- Gestion des risques
- Gestion budgétaire, financière et économique
- Résolution de problèmes complexes
- Gestion de la qualité
- Veille, analyse et gestion documentaire
- Gestion de la performance
- Rigueur et Organisation

Compétences linguistiques :

- Converser en anglais en contexte professionnel","'commentaire': 'salaire selon profil', 'complement1': 'Autre'",13 - MARIGNANE,43.415837,5.220936,13700,13054
46,Technicien / Technicienne de maintenance en informatique,"Pour un organisme public et en lien direct avec le responsable informatique, vous avez en charge le fonctionnement courant du système d'information et de la billettique.

Vos missions : 
- Vous assurez l'installation des patchs de mise à jour et nouvelles versions des applications métiers achetées sur le marché. Vous participez à l'intégration de ces différentes applications dans un double souci de simplification des tâches pour les utilisateurs et d'optimisation des ressources techniques.
- Vous organisez la mise à disposition des outils bureautiques, en veillant à garantir une homogénéité de versions permettant la lecture des fichiers sur l'ensemble des postes et favorisant le travail collaboratif.
- Vous assurez le bon fonctionnement des installations techniques : postes de travail, serveurs, réseaux, liaisons téléphoniques ou internet, afin de garantir à la fois une continuité de service, des performances optimales, et un bon niveau de sécurité. 
- Vous participerez à la définition de protocoles d'installation de postes permettant de garantir selon les profils utilisateurs identifiés, une homogénéité d'environnement applicatif (système d'exploitation, bureautique, messagerie ).
- Vous assurez l'exploitation des sauvegardes informatiques (bases de données, fichiers bureautiques, messagerie) afin de garantir la sécurité des données. Vous avez en charge le plan de reprise d'activité.

Poste à pourvoir rapidement","'libelle': 'Mensuel de 2300,00 Euros à 2500,00 Euros sur 12 mois', 'complement1': 'Chèque repas'",34 - MONTPELLIER,43.610476,3.87048,34000,34172
47,Testeur / Testeuse informatique,"Le testeur doit vérifier tous les paramètres d'analyse d'un logiciel. Détecter les bugs pour valider le logiciel et fournir des recommandations.

MISSIONS ET ACTIVITES :

Missions principales :

- Élaborer et mettre en oeuvre la stratégie de tests au sein de la squad
- Collaborer avec les développeurs à la conception des tests
- Développer et automatiser les tests
- Réaliser des tests manuels
- Participer à la conception fonctionnelle de projets riches et variés avec la squad
- Assurer le support expert afin de résoudre les incidents de production

Compétences requises :

- Maîtrise des logiciels de gestion de tests comme Selenium, Rational Quality Manager
- Connaissance des bases de données (SQL, Oracle)
- Méthodes agiles
- Connaissance élémentaire de développement (Eclipse, Java)
- Certification ISTQB

Compétences linguistiques :

- Maîtrise anglais technique","'commentaire': 'salaire selon profil', 'complement1': 'Autre'",13 - MARIGNANE,43.415837,5.220936,13700,13054
48,Développeur / Développeuse informatique,"L'activité intégration de systèmes a pour vocation d'imaginer, de développer et de maintenir les systèmes d'information de ses clients.
Au sein d'une équipe d'experts, vous prenez en charge la maintenance et l'évolution des applications de nos clients en réponse aux besoins métiers.

MISSIONS ET ACTIVITES :

En vous appuyant sur les méthodologies de développement Agile, vous aurez la possibilité de participer aux différentes phases d'un projet :
- Rédaction des spécifications techniques
- Conception, développement et tests unitaires
- Assurer la recette technique
- Analyser et corriger les éventuelles anomalies.
- Assurer le déploiement de l'application
- Suivi et assistance aux utilisateurs finaux

Compétences techniques :

- Vous parlez plusieurs langages ou en maitrisez un (ex. JAVA/PHP/C++/PYTHON )
- Connaissance de la méthodologie Agile

Compétences comportementales :

- Adaptabilité et Flexibilité
- Communication orale et écrite
- Sens Relationnel
- Sens de la relation client","'commentaire': 'salaire selon profil', 'complement1': 'Autre'",13 - MARIGNANE,43.415837,5.220936,13700,13054
49,Administrateur / Administratrice système informatique,"L'Administrateur(trice) d'infrastructure est responsable de la bonne installation, du bon fonctionnement et de la qualité des infrastructures réseaux. Les missions principales : 

- Analyser la mise en production des ressources de l'informatique 
- Elaborer et suivre les contrats de service avec les utilisateurs 
- Mettre en production les nouvelles ressources de l'informatique : installer, configurer les équipements informatiques 
- Développer et mettre en œuvre des automatisations de procédures 
- Maintenir les conditions générales de production et de service (résolution d'incidents sur son domaine technique) 
- Administrer et optimiser les ressources de l'informatique 
- Vérifier le bon fonctionnement avec les autres briques techniques et fonctionnelles

Les missions secondaires : 

- Proposer des scénarios d'évolution des infrastructures 
- Apporter une vision technique dans le cadre du chiffrage d'un projet 
- Participer au processus d'avant-vente 
- Former des utilisateurs 

Compétences techniques : 

- Solides connaissances en développement 
- Maîtrise la sécurité des réseaux 
- Maîtrise les dysfonctionnements du système 
- Gérer une base de données, la paramétrer et l'améliorer 
- Assurer une veille et actualiser en permanence ses connaissances 
- Rédiger les procédures 
- Gérer un projet 

Compétences comportementales : 

- Analyser et résoudre des problèmes différents 
- S'adapter et communiquer 
- Etre rigoureux(se), précis(e),méthodique 
- Comprendre les besoins des utilisateurs","'commentaire': 'salaire selon profil', 'complement1': 'Autre'",13 - MARIGNANE,43.415837,5.220936,13700,13054
50,Technicien / Technicienne système informatique,"Le Technicien informatique systèmes et réseaux intègre, déploie, administre et maintient les équipements et ressources informatiques pour son client.

MISSIONS ET ACTIVITES

Missions principales :

- Préparer les mises en condition des équipements à déployer
- Installer et faire évoluer les équipements informatiques
- Participer à la formation des utilisateurs
- Tester les équipements informatiques
- Administrer et maintenir les équipements informatiques
- Gérer les incidents
- Assurer le support technique
- Gérer les droits d'accès des utilisateurs

Compétences techniques :

- Supervision et administration d'un Système d'information
- Connaissances de l'environnement Linux et Microsoft
- Gestion des contrôles, tests et diagnostics
- Mise en exploitation/ production et maintenance
- Formation et transmission de connaissances
- Maîtrise des logiciels

Compétences comportementales :

- Gestion de la performance
- Orientation client
- Adaptabilité et flexibilité
- Analyse et synthèse
- Communication orale et écrite
- Rigueur et organisation","'commentaire': 'salaire selon profil', 'complement1': 'Autre'",13 - MARIGNANE,43.415837,5.220936,13700,13054
51,Administrateur systèmes et réseaux informatique (F/H),"Vos missions sont d'aider à identifier, à faire l'analyse des incidents, et des dysfonctionnements signalés. 
Mettre en place des outils de reporting.
Aider à l'amélioration de l'environnement informatique.
Mettre en place le processus d'assistance.
Gestion des demandes de changements.
Validation, analyse et tests applicatifs.
Respect des processus (ITIL).
Méthodologie projet.
Gestions de priorités.
Connaissance ITSM (ServiceNow).

Il n'y a pas de télétravail. Un bon niveau d'anglais est requis .","'libelle': 'Annuel de 30000,00 Euros sur 12 mois'",31 - BLAGNAC,43.637402,1.382904,31700,31069
52,Technicien / Technicienne informatique,"Dans une entreprise de moins de 10 personnes à taille humaine, vous interviendrez, pour nos clients professionnels, sur l'installation des équipements et le SAV.

- Installer et intégrer le matériel (EXEMPLE...) dans l'environnement du client. 
- Réaliser la maintenance de premier niveau
- Diagnostiquer la nature et l'origine des incidents et mettre en œuvre les mesures correctives
- Apporter une assistance technique

Vous aimez la relation client, éviter la routine au travail, le travail en équipe. 
Vous savez suivre et vous adapter aux process mis en place par le groupe afin de répondre au mieux aux exigences des clients.
Interventions chez les clients ou via téléassistance.
Clientèle principalement sur l'agglo de Lorient, Quimperlé et Auray

Les profils débutants avec des compétences en informatique et le souhait de progresser seront étudiés.

Permis B et Véhicule personnel indispensables pour vous rendre sur vos interventions (défraiements prévus - à terme véhicule de fonction)","'libelle': 'Mensuel de 1900,00 Euros à 2000,00 Euros sur 12 mois', 'commentaire': 'Selon expériences et compétences', 'complement1': 'Autre'",56 - CAUDAN,47.813309,-3.343112,56850,56036
53,Coachs techniques en informatique (H/F),"Les coachs techniques du Wifi Café sont chargés d'aider les journalistes sur les éventuels problèmes informatiques et/ou de connexions 
Profil : 
Bilingue 
Formation technique (termes techniques, architecture des systèmes d'exploitation) :
    -Connaissance de Mac et Windows
    -Connaissance des différentes versions de Windows 
Besoins pour ces deux types de systèmes d'exploitation :
    -Savoir naviguer dans les menus pour résoudre les problématiques d'accès au réseau internet car le matériel des journalistes est en plusieurs langues donc il est impératif d'en connaitre l'architecture
    -Savoir désactiver les proxy
    -Désactiver les adresses IP fixes
    -Basculer la connexion en DHCP et renouveler le bail en cas de problème
    -Identifier si les ordinateurs sont bloqués par les administrateurs 

Vous êtes disponible du 16 au 27 mai 2023 
Horaires postés soit 9h-16h ou 16h-00h 

Pour postuler, merci de nous envoyer votre candidature via le site suivant : randstad.fr/festival-de-cannes","'libelle': 'Horaire de 11,27 Euros à 11,27 Euros sur 13 mois'",06 - CANNES,43.555468,7.004585,06400,06029
54,Chef de projet informatique,"INFORMATIS-TS recrute un Gestionnaire Applicatifs CRM et Marketing.

Intégré à l'équipe IT et encadré par son responsable, vous êtes en charge de :

Assurer les activités de maintenance (dont le maintien du référentiel de paramétrage) et de support applicatif de niveau 2 des services placés sous la responsabilité de l'équipe, dans le but d'obtenir un résultat optimal et conforme aux exigences formulées par le client en ce qui concerne la qualité, les performances, le coût, le délai et la sécurité.
Concernant les solutions gérées par le Centre de Compétences :
o Déploiements

  Initier les projets de déploiements avec le Groupe et les partenaires, selon les exigences formulées par le client en ce qui concerne la qualité, les performances, le coût, les délais et la sécurité, dans le cadre du Centre de compétence,

  Gérer le cycle de vie des solutions, lors de l'exécution des déploiements jusqu'au Go Live et du passage à la phase Run,

  Travailler à la rationalisation applicative et la mise en place des interfaces D365 Marketing avec le Data Hub Groupe.o Run & Support

  Assurer les activités de maintenance (dont la maintenance de dépôts Git) et le support applicatif de niveau 2, toujours selon les exigences clients (qualité, performance, coût, délai et sécurité),

  Gérer le cycle de vie des solutions dans le cadre du processus d'amélioration continue, fourni par le plan de livraison évolutif et correctif de Group et le release plan des éditeurs,Suivre et accompagner la performance globale des solutions avec une amélioration continue (automatisation des tâches, réduction des incidents et des demandes). Systèmes d'Information Groupe dans les domaines CRM et Marketing (SalesForce, D365 CRM,  ).

Contribuer aux activités de développement et d'intégration, aussi bien au niveau fonctionnel que technique avec en particulier le maintien du référentiel de paramétrage.
Participer au recettage des paramétrages et à la réalisation des développements et des interfaces.
Contribuer au maintien de la qualité de fonctionnement et au support des systèmes placés sous la responsabilité de l'équipe (proposition d'amélioration, réduction des incidents, automatisation des demandes).
Contribuer à une dynamique d'amélioration continue tout en anticipant l'agenda de montée de version de ses applications.
Être un facilitateur entre le Centre de Compétences et ses clients dans un objectif de Qualité pour le client utilisateur.
Assurer le Reporting requis et tenir le management régulièrement informé des résultats obtenus et des problèmes significatifs
Appliquer les gouvernances Groupe : Cyber Sécurité, Projet, Achats, Architecture et le respect des contraintes légales (RGDP)
Compétences requises :
De formation Ingénieur Informatique ou équivalent, vous avez une expérience de 3 ans minimum dans une fonction informatique de RUN et déploiements applicatifs CRM et/ou Marketing (Salesforce, D365, ).

Connaissance des processus métiers CRM et Marketing.
Connaissance des processus de fonctionnement d'une Direction des Systèmes d'Information, des méthodes de gestion de projet, des outils associés.
Connaissance des méthodes Agiles et d'amélioration
Anglais courant.

Orientation vers la connaissance client
Ecoute, ouverture et adaptabilité.
Communication et coopération entre les équipes du SI et avec ses stakeholders Métiers / utilisateurs.
Capacité d'analyse et de synthèse.
Volonté de progresser et de se projeter sur les 5 prochaines années avec un groupe en pleine transformation digitale","'libelle': 'Annuel de 60000,00 Euros à 80000,00 Euros sur 12 mois'",92 - ISSY LES MOULINEAUX,48.823903,2.262888,92130,92040
55,Bio-informaticien du Module d'Immunophénotypage (H/F),"Activités principales
- Analyse des données de projets collaboratifs académiques requérant des
pipelines avancés d'analyses
- Développer des pipelines automatisés d'analyses de donnée de cytométrie de
flux, masse, spectrale et génomique (supervisé, non-supervisé, machine
learning et deep learning)
- Développer des interfaces R-Shiny de ces pipelines automatisés pour
permettre aux ingénieurs biologistes d'interagir avec les scripts R sousjacents
et d'ajuster leurs analyses en autonomie
- Administration des serveurs (dev/prod/scGen) du module d'immunophenotypage","'libelle': 'Mensuel de 2457,44 Euros à 3586,43 Euros sur 12 mois', 'complement1': 'Restauration'",13 - MARSEILLE 09,43.249253,5.423479,13009,13209
56,Support aux utilisateurs en Informatique (H/F),"Vous serez chargé du support informatique pour l'installation et maintenance auprès de notre clientèle du secteur médical.80% en hot Line et 20% en clientèle .déplacement sur l'Aude et une petite partie du 66..Véhicule de société fournie .Vous serez formé au logiciel spécifique.Nous recherchons une personne motivée ,ponctuelle et capable de travailler en équipe .
Travail du lundi au vendredi 
Profil technicien informatique debutant accepté si connaissances de base
Salaire negociable selon profil","'libelle': 'Horaire de 11,27 Euros à 12,00 Euros'",11 - NARBONNE,43.163861,3.051546,11100,11262
57,Technicien informatique (H/F),"Réaliser la maintenance, l'installation et améliorer les équipements informatiques
MISSIONS ET ACTIVITÉS

MISSION 1 : VERIFIER LE FONCTIONNEMENT DES EQUIPEMENTS INFORMATIQUES
 	Réaliser des tests
 	Identifier les incidents et les analyser afin de les résoudre
 	Participer à la détection et à la limitation de la propagation des virus
 	Analyser systématiquement l'environnement pour identifier et définir les vulnérabilités et autres menaces
 	Consigner et faire remonter les non-conformités

MISSION 2 : DEPANNER LES EQUIPEMENTS INFORMATIQUES
 	Réparer les équipements informatiques sur place ou à distance
 	Encadrer l'intervention de prestataires pour effectuer la réparation
 	Dépanner les équipements informatiques sur place ou à distance

MISSION 3 : CONSEILLER ET FORMER A L'UTILISATION DES EQUIPEMENTS INFORMATIQUES
 	Apporter une aide aux utilisateurs (diagnostic, identification, information, résolution, formulation
 	Transférer, si nécessaire, les appels des utilisateurs aux entités compétentes
 	Assurer un suivi du traitement des appels des utilisateurs

MISSION 4 : ASSURER UNE VEILLE PROFESSIONNELLE DANS SON DOMAINE D'ACTIVITE
 	S'informer et se former pour faire évoluer ses pratiques
 	Développer et transmettre ses connaissances professionnelles

MISSION 5 : PARTICIPER A L'EVOLUTION DU SYSTEME D'INFORMATION
 	Participer aux déploiements d'outils métiers initiés par la Croix-Rouge Française
 	Gérer et suivre les achats","'libelle': 'Mensuel de 2558,00 Euros sur 13 mois'",974 - ST DENIS,-20.909939,55.444761,97400,97411
58,Ingénieur réseaux / Gestion de projet informatique (H/F),"INFORMATIS-TS recrute des Ingénieurs  Réseaux.
Intégré à l'équipe IT et encadré par son responsable, vous êtes en charge de :
- La supervision et la définition des solutions techniques (analyse et élaboration des schémas techniques répondant aux besoins des métiers ; supervision technique des liens et de la performance réseau sur environ 90 sites en France).
- L'étude et la mise en oeuvre (veille à la mise en oeuvre des directives SI du groupe) ; intégration des nouvelles technologies SI).
- La préconisation et le support technique (surveillance et gestion quotidienne des équipements, évaluation des risques ; optimisation du réseau et de sa performance Datacenter, WAN, LAN...) ; support au Helpdesk, intervention et diagnostic sur site).
- Le pilotage des projets (définition des process et procédures en collaboration avec l'équipe SI ; préparation et supervision des opérations de réception fonctionnelle et technique).
- La veille technologique (anticipation des orientations techniques ; encadrement ponctuel de prestataires dans l'application des directives SI ; reporting régulier des actions engagées et des résultats obtenus - tableaux de bord).

Technologies abordées :
- Solutions de sécurité (Firewall, Proxy, Sandboxing...).
- Solutions de publication de service (Load-Balancing, Optimisation).
- Solutions de sécurisation des accès distants (VPN SSL, Netscaler...).
- Solutions d'infrastructure CISCO, DELL, CISCO Cloud, AWS, Barracuda.

Compétences requises :
De formation supérieure Bac +5, type Ecole d'Ingénieur, vous avez une expérience minimum de cinq ans sur une fonction similaire. Une expérience significative dans le SDWAN serait un plus.

Bon niveau en Anglais contexte international.","'libelle': 'Annuel de 45000,00 Euros à 55000,00 Euros sur 12 mois'",78 - LIMAY,48.993097,1.735314,78520,78335
59,Alternant(e) Technicien support informatique - F/H,"Dans le cadre de votre alternance, vous êtes intégré au sein du service informatique composé de 2 personnes, vous participerez à la maintenance du matériel informatique (ordinateurs, imprimantes et périphériques) et à l'installation de nouveaux équipements et logiciels.

Dans ce cadre, vos missions consisteront à :
- Diagnostiquer à distance un dysfonctionnement informatique matériel ou logiciel
- Identifier des ressources nécessaires à la résolution d'un dysfonctionnement et
guider l'utilisateur pour le résoudre ou prendre le contrôle du système à distance
- Identifier les phases d'intervention à partir des informations du diagnostic help
desk, de la hot line, des dossiers constructeurs
- Changer ou réparer un élément ou un ensemble défectueux
- Configurer le poste de travail aux besoins de l'utilisateur et effectuer les tests de
fonctionnement
- Réaliser les opérations de nettoyage et de réglage sur les matériels et
équipements
- Renseigner les supports de suivi d'intervention et transmettre les informations au
service concerné
- Installer ou configurer un équipement dans l'environnement client
- Déployer des modes de fonctionnement dégradés (solution d'attente) d'un
équipement informatique ou bureautique
- Sauvegarder et restaurer des données
- Gérer des droits d'accès au niveau de l'Active Directory
- Surveillance de l'état des serveurs et du bon fonctionnement des applications

Contrat en alternance pour validation BAC+2 (type BTS en informatique) ou BAC+3 (BUT en informatique)
Durée : 1 ou 2ans

1er stage déjà effectué dans un service informatique en entreprise sera apprécié","'commentaire': 'Selon barème + avantages sociaux', 'complement1': 'Autre'",30 - PONT ST ESPRIT,44.256493,4.641762,30130,30202
60,Assistant / Assistante chef de projet informatique (H/F),"A compétences égales, la priorité sera données aux personnes en situation de handicap

MISSION

L'Assistant-Assistante chef-cheffe de projet (PMO) est le bras droit du chef de projet dans les tâches liées à la conduite d'un projet. Il-elle est le relais opérationnel auprès des prestataires et des utilisateurs.


ACTIVITES PRINCIPALES

-	Reporting commerciaux et financiers
-	Préparation de réunions
-	Création de templates
-	Compréhension de besoins en compétences
-	Mailings
-	Relances


COMPETENCES REQUISES

- Le poste ne demande pas de compétence technique en informatique 
- Maîtrise du Pack Office (Excel, Powerpoint, Word)
- Bonne communication
- Proactivité, dynamisme
- Bonne organisation
- Très bonne expression écrite

PROFIL :  BAC+2 minimum

CONDITIONS DU POSTE
-	Travail en Open Space

SALAIRE 
27000 à 35000 euros/an selon profil","'libelle': 'Annuel de 27000,00 Euros à 35000,00 Euros sur 12 mois'",69 - LYON 03,45.751734,4.869336,69003,69383
61,Assistant / Assistante chef de projet informatique (H/F),"Nous recherchons un assistant de projet informatique (H/F)

MISSION

L'Assistant-Assistante chef-cheffe de projet (PMO) est le bras droit du chef de projet dans les tâches liées à la conduite d'un projet. Il-elle est le relais opérationnel auprès des prestataires et des utilisateurs.

ACTIVITES PRINCIPALES

-	Reporting commerciaux et financiers
-	Préparation de réunions
-	Création de templates
-	Compréhension de besoins en compétences
-	Mailings
-	Relances


COMPETENCES REQUISES
- Maîtrise du Pack Office (Excel, Powerpoint, Word)
- Bonne communication
- Proactivité, dynamisme
- Bonne organisation
- Très bonne expression écrite

PROFIL :  BAC+2 minimum

CONDITIONS DU POSTE
-	Travail en Open Space","'libelle': 'Annuel de 27000,00 Euros à 35000,00 Euros sur 12 mois'",38 - ECHIROLLES,45.146111,5.715024,38130,38151
62,Technicien / Technicienne support de proximité en informatique,"Nous recherchons pour l'un de nos clients, un/une technicien/technicienne support de proximité en informatique (H/F)

Mission :

Vous interviendrez sur différents sites, afin de répondre aux besoins de supports techniques sur le matériel informatique et/ou périphérique (Déplacements réguliers sur la Métropole de Lyon)

Activités principales :

- Réception et résolution des dysfonctionnements signalés par les utilisateurs
- Gestion des demandes en fonction de leur impact business ou leur ancienneté 
- Suivi du traitement des incidents jusqu'à la résolution ; le cas échéant, faire remonter l'incident à un autre service en fonction de sa complexité
- Installation, intégration et mise à jour de nouveaux équipements sur site
- Prévention des pannes par la sécurisation du parc informatique 
- Rédaction de procédures techniques, afin de dégager des solutions et recommandations selon le type d'incident réceptionné


Savoir-être requis :

- Sens de l'observation et de l'analyse
- Autonomie
- Rigueur
- Sens de l'organisation
- Sens de l'écoute
- Pédagogie

 Voiture de service fournie.","'libelle': 'Annuel de 22000,00 Euros à 24000,00 Euros sur 12 mois'",69 - LYON 03,45.751734,4.869336,69003,69383
63,CHEF DE PROJET INFORMATIQUE SENIOR  (H/F),"Chef de projet aguerri(e), vous voulez travaillez au sein d'une équipe passionnée qui aime le challenge dans un groupe à dimension humaine et aux valeurs basées sur la volonté de servir au mieux clients et collaborateurs, la transparence, l'écoute et le plaisir de travailler ensemble ! 

Les technologies web, mobile et les pratiques d'ingénierie logicielle n'ont plus aucun secret pour vous. Vous aspirez aujourd'hui à un poste qui allie Pilotage - Organisation - Relation clients - Analyse et Performance. Rejoignez une structure à taille humaine qui vous permettra d'évoluer et de vous épanouir techniquement.  


Hardis Group poursuit sa croissance sur son activité Services et recrute un Chef de Projet expérimenté (H/F) pour participer activement au développement de son agence Business Application Grenoble.


Sous la responsabilité du Delivery Manager et au sein d'une équipe dynamique, vous avez en charge le pilotage et le suivi d'un ou plusieurs projets pour nos clients Grands comptes et ETI dans le secteur de l'industrie, du Retail ou encore de la Santé. 

Vous interviendrez sur l'ensemble des phases, depuis l'analyse des besoins utilisateurs, l'avant-vente, le suivi de la conception et du développement, etc. jusqu'à la livraison / mise en production dans le cadre des objectifs fixés, en respectant les budgets et délais prévus tout en assurant la qualité des livrables.  
Vous serez notamment en charge de : 
- Gérer le cadrage et le pilotage des projets : périmètre, chiffrage de la solution, identification des risques, réalisation du planning et gestion du chemin critique ; 
- Assurer l'interface entre le client et l'équipe dans un esprit de service et de respect contractuel ; 
- Organiser, coordonner et piloter des équipes sur l'ensemble des phases du projet dans un souci de qualité et d'amélioration des performances ;
- Proposer des solutions techniques, participer à la conception et au développement ; 
- Identifier les difficultés, alerter, mettre en place les plans d'action ; 
- Identifier les compétences d'ingénierie requises pour réaliser les activités projet ; 
- Veiller à la qualité des livrables en mettant notamment en place des revues et des indicateurs, en industrialisant la solution mise en œuvre, en déterminant la stratégie de tests ; 
- Participer à des réponses à appel d'offres et aux phases d'avant-vente.

De formation supérieure en informatique, vous possédez une expérience de 5 ans minimum dans la fonction de Chef de projet dans le domaine du développement d'applications (mobiles), idéalement dans le service et en contexte international.

Dynamique, doté(e) d'un excellent relationnel, vous avez un réel sens de l'écoute et du dialogue, des responsabilités et du service. Vous êtes organisé(e) et avez une forte capacité à vous adapter.
Votre sens du service, votre autonomie, votre proactivité ainsi que vos qualités relationnelles seront des atouts importants pour votre développement dans notre société. 


Vous avez impérativement un background technique en développement sur des projets autour du web (Techno : Java; .Net, Angular...)  ou mobiles (iOS, Android)
Votre niveau d'anglais vous permet de comprendre et de vous faire comprendre dans un environnement professionnel anglophone et technique.","'commentaire': ""A négocier selon l'expérience"", 'complement1': 'Autre'",38 - GRENOBLE,45.181364,5.724855,38000,38185
64,Développeur / Développeuse informatique                     (H/F),"Nous recherchons urgemment plusieurs développeurs pour une projet de développement d'applications et maintenance évolutive d'applications autour de C++/C# à Paris. 
Les applications ont été développées en C++  et il s'agit d'un développement de nouvelles fonctionnalités et de la mise à jour régulière
 Profil recherché
Vous avez entre 2 et 5 années d'expérience en tant que développeur C++/C# ou JAVA","'libelle': 'Annuel de 36000,00 Euros à 50000,00 Euros sur 12 mois'",75 - Paris (Dept.),,,,
65,Chef d'équipe informatique / Administrateur système /réseau (H/F),"Missions :

Manager l'équipe informatique et DPI :
-	Encadrement de l'équipe informatique et DPI
-	Interlocuteur interne auprès de la direction et des équipes
-	Reporting à la DSI de la GHT
-	Suivi et préparation budgétaire
-	Assurer la gestion documentaire du service

Coordonner et superviser l'ensemble des projets SI :
-	Projets techniques et fonctionnels : interlocuteur des éditeurs
-	Projets de convergence
-	Les appels à projets (réponse et traitement)
Ces projets seront menés en collaboration avec le RSSI et l'architecte du GHT.

Assurer le maintien en conditions opérationnelles de l'ensemble de l'infrastructure technique et fonctionnelle :
-	Maîtriser les environnements Serveurs et Clients du réseau du CH Orthez.
-	Assurer le rôle de DBA sur les bases de données Oracle, SQL Server et MySQL.
-	Administrer les infrastructures réseaux (Réseaux locaux, éléments actifs, visioconférence )
-	Administrer les infrastructures serveurs (serveurs d'application, de données, systèmes de stockage, de sauvegarde, d'archivage,  )
-	Installer de nouvelles infrastructures
-	Superviser le parc matériel et applicatif
-	Maintenir les applications, le matériel et les équipements
-	Rédiger et mettre à jour la documentation technique à l'usage de l'équipe informatique
-	Maintenir et optimiser les bases de données.
-	Être l'interlocuteur des référents des progiciels pour les problématiques liées aux systèmes et réseaux
-	Effectuer le paramétrage technique des applications.","'commentaire': 'Cat. Ingénieur', 'complement1': 'Autre'",64 - ORTHEZ,43.492207,-0.779425,64300,64430
